ground_truth_claim,generated_claim,meteor_score
"Kary B Mullis, inventor of PCR tests, said they cannot detect free infectious viruses.",The claim: PCR tests cannot detect free infectious viruses,0.4588
abortions are never medically necessary,The claim: “If you are experiencing pregnancy complications and your doctor tells you that abortion is necessary.”,0.2273
"Says Marjorie Taylor Greene said ""246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.""",The claim: “Let’t have honor like these men.”,0.0389
"Britain Mata Ki Jai. This photo is hard to find, should reach every phone. Let everyone know who is the traitor of the country. When the whole country was fighting with the British, some traitors were saluting the Queen of England. I have heard that their descendants call themselves patriots","This photo is hard to find, should reach every phone.",0.218
4000 RSS workers arrested,This is what they were doing free Bangladesh.,0.0
People are dying due to lack of oxygen; our Health Minister is cutting ladyfinger,The claim: Our Health Minister is cutting ladyfinger,0.4157
"Says Voltaire said, ""To learn who rules over you, simply find out who you are not allowed to criticize.""
","Fauci, for he is science",0.0225
Wresting video of godman Bageshwar Dham Sarkar,The priest of Bageshwar Dham beats the washerman in the arena,0.3453
The Government of India's Digitize India Platform (DIP) is providing part-time income for digitizing old government documents,The claim: There are some certificate issues with the website.,0.026
The EU 'divorce bill' will cost £42 billion.,The government said a suspected fraud and error.,0.101
On 8 May 2021 the Genocide Act was repealed. Genocide is now legal.,The Genocide Act 1969 is up to date with all changes known to be in force on or before 07 May 2021.,0.3367
"""There's danger involved in drop boxes. People need to think about it. Okay. Imagine someone decides 'oh, there's a drop box I'm just going to put some explosive and and blow it up and burn all of those ballots' and now those votes don't count at all.""","“Imagine someone decides, ‘Oh, there’s a drop box, I’m just gonna put some explosive in it and blow it up and burn all of those ballots.”",0.3811
"""California sends 440,000 ballots to ineligible voters.","The claim: California sends 440,300 ballots to ineligible voters",0.6471
monkeypox virus was made in Wuhan's lab,The same lab out of China has brewed itself up a pot of monkeypox to work on a vaccine,0.1099
"Ukrainian President Zelensky and Wife in their younger n happy days. Hmmm.. how, just in one mad moment, your life can turn upside down. Truly, life is an unfathomable paradox. This can happen to anyone of us. Just Pray",Ukrainian President Zelensky and Wife in their younger days,0.1992
"Every year Sudha Murthy, wife of founder Infosys, spends one day selling vegetables to get rid of Ego.","Says Sudha Murthy, wife of founder Infosys, spends one year selling vegetables to get rid of Ego.",0.9073
"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",Joe Biden said “The only court packing is going on right now.”,0.1082
70% of Conservative constituencies and 60% of Labour constituencies voted to Leave in the EU referendum.,The claim: “I’ve flagged up a result as being known exactly.”,0.0532
A city centre fight was filmed in Luton as pubs re-opened in April 2021.,Video shows pubs in Luton,0.1071
"""The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.""


 ",The annual Pentagon budget hovers over $750 billion annually.,0.3188
Photo shows Katie Hobbs in a tabulation room on Nov. 9,Katie Hobbs is running for governor of Arizona for the Democratic party against Kari Lake.,0.163
Swami Vivekananda's famous 1893 speech is lit up every day on the stairs of the hall where he gave his speech,The hall in Chicago where #SwamiVivekananda gave his historic speech,0.2446
"Says Joe Biden was ""wearing a wire"" during the first presidential debate.",Biden has a wire,0.1839
"Connecticut ballot initiative on early voting would ""remove the requirement of a certified seal from certain ballots.""",Aaaaand this is what got me shut on Twitter!,0.0263
BBC removes Kashmir from the Indian map,BBC removes Kashmir from Indian map,0.8535
The number of people going to Accident and Emergency is rising every year.,The ONS predicts they will make up 18% of the population.,0.1079
"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity.","This should settle the matter of all the Democratic run states that continue overstep their power and people accepting it as law, bull crap.",0.0798
According to Oxford Dictionary how the word INDIA formed and 90% of Indians do not know this. I Independent N Nation D Declared I In A Augus,The word INDIA formed and 90% of Indians do know this.,0.4736
"The claim: Hunter Biden paid Joe Biden $50,000 a month in rent for home with classified documents  ",Fake checkers jumping on this,0.0
Image of late Tamil Nadu CM Jayalalitha with Union Finance Minister Nirmala Sitharaman,The claim: JailALITHA TAMIL NADU CM WITH SITHARAMAN,0.354
"Nrc started in assam.They have begun evicting people from their homes,the media doesn't show it ,they are already bought and gagged ,so it is our responsibility now to share this video.",Video shows NRC evicting people from their homes,0.2199
From 1997-2010 Labour sold off the majority of NHS hospital buildings to private investors.,Labour party whining about selling off the NHS when they have already sold.,0.2862
World Health Organization is offering jobs,Video shows job at World Health Organization,0.6148
A video shows an apartment building in Turkey collapsing after the massive earthquake that hit the country on 6 February 2023.,Video shows powerful 7.8 magnitude earthquake in southern Turkey,0.1797
"Says researchers found a ""fabric that kills coronaviruses""",US scientists identify fabric that kills coronavirus,0.3036
A social media post claims the high number of false-positive results from COVID-19 tests is rendering reported case numbers meaningless and the testing of asymptomatic patients useless.,This is the biggest hoax in human history.,0.0575
"A mother, while giving birth, feels up to 57 DEL of pain which is equal to 20 bones getting fractured",A human body can bear only up to 45 DEL (unit) of pain while giving birth.,0.3533
"Video shows woman filling plastic bags with gas after Colonial Pipeline disruption.
",The claim: Do not fill plastic bags with gasoline,0.3125
Having 10 or more sexual partners increases cancer risk by 90% for women and 69% for men.,There was no significant increase in the risk of cancer as the number of partners increased.,0.1888
"23,000 Maricopa County Ballots Came From Voters Using a Previous Address?",Video shows people who no longer lived in Maricopa County,0.1589
Red Bull and Monster energy drinks contain bull semen.,The claim: Red bull and monster can be used to drink red bull or monster,0.4023
"Modi ji play the baton, Delhi Police play the baton we are with you","The claim: These fake farmers stole the nation's reputation, Delhi people are no longer in the mood to see them on the borders.",0.2296
Coronavirus can be cured at home,Covid-19 vaccines are dangerous,0.0862
"A video allegedly showing the West Bengal police assaulting the members of ISCKON, the Krishna cult, has gone viral on social media. We found the claims with the video to be misleading.",The claim: Violent attack on ISKCON members by West Bengal Police,0.1879
The rate of extra investment in the NHS has fallen by 68% since 2010.,Ambulance trusts adopting this system of provision have sold off a significant number of existing ambulance stations which no ful an operational need.,0.0595
India administered vaccines to 1 billion people by October 2021,India administered vaccines to One billion people,0.7206
