ground_truth_claim,generated_claim,meteor_score
A city centre fight was filmed in Luton as pubs re-opened in April 2021.,The claim: Pubs back open in Luton this morning,0.1034
"""The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.""


 ",The annual Pentagon budget hovers over $750 billion annually.,0.3188
Photo shows Katie Hobbs in a tabulation room on Nov. 9,Katie Hobbs pictured in tabulation room on November 9th,0.5208
Swami Vivekananda's famous 1893 speech is lit up every day on the stairs of the hall where he gave his speech,Video of a hall where Swami Vivekananda gave his historic speech,0.336
"Says Joe Biden was ""wearing a wire"" during the first presidential debate.",Joe Biden has a wire,0.2679
"Connecticut ballot initiative on early voting would ""remove the requirement of a certified seal from certain ballots.""",This is what got me shut down on Twitter!!!,0.026
BBC removes Kashmir from the Indian map,BBC removes Kashmir from Indian Map,0.8535
The number of people going to Accident and Emergency is rising every year.,ONS predicts they will make up 18% of the population.,0.1087
"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity.",The claim: States in the U.S. are in record levels of 'bull crap',0.0282
According to Oxford Dictionary how the word INDIA formed and 90% of Indians do not know this. I Independent N Nation D Declared I In A Augus,Oxford Dictionary says 90% of Indians do not know the word INDIA,0.4345
"The claim: Hunter Biden paid Joe Biden $50,000 a month in rent for home with classified documents  ",Fake checkers jumping on this,0.0
Image of late Tamil Nadu CM Jayalalitha with Union Finance Minister Nirmala Sitharaman,Jayalitha Tamil Nadu CM With NIRMALA SITHARAMAN,0.4536
"Nrc started in assam.They have begun evicting people from their homes,the media doesn't show it ,they are already bought and gagged ,so it is our responsibility now to share this video.",The NRC has been evicting people from their homes in Assam.,0.2385
From 1997-2010 Labour sold off the majority of NHS hospital buildings to private investors.,Labour is selling off NHS when they’ve already sold.,0.1701
World Health Organization is offering jobs,World Health Organization is offering jobs till April 30,0.9502
A video shows an apartment building in Turkey collapsing after the massive earthquake that hit the country on 6 February 2023.,Powerful 7.8 magnitude earthquake hits in southern Turkey.There are reports of several hundred dead,0.0708
"Says researchers found a ""fabric that kills coronaviruses""",Researchers identify fabric that kills coronaviruses,0.5042
A social media post claims the high number of false-positive results from COVID-19 tests is rendering reported case numbers meaningless and the testing of asymptomatic patients useless.,Covid-19 cases mean nothing,0.0391
"A mother, while giving birth, feels up to 57 DEL of pain which is equal to 20 bones getting fractured",A mother feels up to 57 DEL of pain while giving birth which is equal to two bones getting fractured,0.8636
"Video shows woman filling plastic bags with gas after Colonial Pipeline disruption.
",“Do not fill plastic bags with gasoline.”,0.3811
Having 10 or more sexual partners increases cancer risk by 90% for women and 69% for men.,The number of sexual partners increases the risk of cancer by 90%.,0.3952
"23,000 Maricopa County Ballots Came From Voters Using a Previous Address?",The claim: Maricopa County voters were fined for voting in a mail ballot,0.3049
Red Bull and Monster energy drinks contain bull semen.,Red Bull and Monster Drinking,0.3916
"Modi ji play the baton, Delhi Police play the baton we are with you","On January 26, these fake farmers stole the nation’s reputation, Delhi people are no longer in the mood to see them on the borders",0.2282
Coronavirus can be cured at home,Coronavirus can be cured at home,0.9977
"A video allegedly showing the West Bengal police assaulting the members of ISCKON, the Krishna cult, has gone viral on social media. We found the claims with the video to be misleading.",Video of a brutal attack on ISKCON members by West Bengal Police,0.2048
The rate of extra investment in the NHS has fallen by 68% since 2010.,Ambulance trusts sold off a significant number of existing ambulance stations which no longer fulfil an operational need.,0.0613
India administered vaccines to 1 billion people by October 2021,India administered vaccines to one billion people,0.7206
unusual percentage of sudden infant death syndrome (SIDS) cases were reported to the VAERS,SIDS is normal,0.034
"The IRS will now hire ""87,000 new agents"" to investigate average citizens.","“The IRS has 87,500 new agents.”",0.3097
"""Pardons — Obama: 1,927, Trump: 26. And Trump is abusing that power?""","“Pardons — Obama: 1,927, Trump : 26.”",0.5391
Visuals of people shouting 'Resign Modi' in London after recent IT survey in BBC offices in India,"Slogans raised in London, Against incomtax raid on BBC office",0.1824
No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,“Joe Biden and Kielbasa Harris held a joint campaign appearance in Arizona. The first since the Democratic National Convention.”,0.4675
"Pfizer ""Director Concerned Over Women's Reproductive [Health] After COVID-19 Vaccinations.""",Pfizer Director Concerned Over Women’s Reproductive Heath After COVID-19 Vaccinations,0.5516
Grape Juice can cure stomach flu,Grape Juice can cure stomach flu,0.9977
Says a recent study found no asymptomatic or presymptomatic spread of COVID.,The claim: University of Florida researchers have found no asymptomatic or presymptomatics spread of Covid.,0.6712
Ratan Tata's response on why he hasn't become as rich as Mukesh Ambani,Ratan Tata said about Mukesh Ambani,0.266
Good morning and HappyGaneshChaturthi to all my friends,Good morning and HappyGaneshChaturthi to all my friends,0.999
"As vice president, I don't have any power [over] granting franchises. It will be up to Congress, the House of Representatives, and the Senate … we will abide by the decision of the branch of government that is empowered to do that.",Video of Vice President Sara Duterte signing a franchise on ABS-CBN,0.0685
"Tauktae's effect in Rajula, Gujarat, Amreli","Tauktae's effect in Rajula, Gujarat, Amreli",0.9993
"Railway tracks laid by Nehru ji 70 years ago still intact.

Rail wheels launched by Modi 5 days ago crushed.",Rail wheels launched by Modi 5 days ago crushed,0.4345
"""China has been stealing our manufacturing, costing Wisconsin almost 90,000 jobs.""","The claim: China has been stealing our manufacturing, costing Wisconsin almost 90,010 jobs",0.7311
Over the summer the majority of arrivals in small boats from France—about 60%—have been Albanian nationals.,About 60 per cent of daily crossings are Albanian,0.0833
"In the 2020 presidential election, ""4,255 ballots in Fulton County, Georgia, were scanned multiple times"" and ""3,390 went to Biden.""","“4,255 ballots in Fulton County, Georgia were scanned multiple times.”",0.4348
French wages are 25% higher.,French workers retire 6 years earlier.,0.1429
24 Year's Old Indian Muslim Girl Qualifies IAS in Maharashtra Mumbai,24 Year’s Old Indian Muslim Girl Qualifies IAS in Maharashtra Mumbai,0.9064
"The Buffalo protester pushed to the ground ""had been previously arrested 300 times. 82 times for incitement. Riots is what he does for a living.""",“Mr. Gugino had been previously arrested 300 times. 82 times for incitement.”,0.4176
"The Supreme Court said that if stray dogs attack people, then those who feed the dogs can be held responsible. The court said that those who regularly feed and feed stray dogs can also be given the responsibility of getting the dogs vaccinated.",The Supreme Court said that those who feed stray dogs could be held responsible if the canines attack people.,0.3674
