ground_truth_claim,generated_claim,meteor_score
A Facebook user needs help to identify a young cyclist left unconscious following a recent hit and run incident.,A Facebook user needs help to identify a young cyclist left unconscious following a recent hit and run incident.,0.9999
"Various posts shared on social media platforms claims that monkeypox is the same as VAIDS, which is caused by Covid-vaccine. We fact-checked and found this claim to be False.",monkeypox the same as VAIDS caused by the COVID-19 vaccine,0.213
"Lisa Murkowski, Susan Collins and Mitt Romney ""are pro-pedophile.""","Lisa Murkowski, Susan Collins and Mitt Romney “are pro-pedophile.”",0.8436
"Kary B Mullis, inventor of PCR tests, said they cannot detect free infectious viruses.",PCR tests cannot detect free infectious viruses.,0.5234
abortions are never medically necessary,abortions are never medically necessary,0.996
"Says Marjorie Taylor Greene said ""246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.""",An image shows a July 4 tweet from Rep. Marjorie Taylor Greene,0.1471
"Britain Mata Ki Jai. This photo is hard to find, should reach every phone. Let everyone know who is the traitor of the country. When the whole country was fighting with the British, some traitors were saluting the Queen of England. I have heard that their descendants call themselves patriots",Photo of British soldiers saluting the Queen of England,0.1462
4000 RSS workers arrested,4000 RSS workers arrested,0.9922
People are dying due to lack of oxygen; our Health Minister is cutting ladyfinger,People are dying due to lack of oxygen; our Health Minister is cutting ladyfinger.,0.9932
"Says Voltaire said, ""To learn who rules over you, simply find out who you are not allowed to criticize.""
","You mustn't question Fauci, for he is science",0.0442
Wresting video of godman Bageshwar Dham Sarkar,Video of Bageshwar Dham priest Dhirendra Krishna Shastri beating the washerman in the arena,0.487
The Government of India's Digitize India Platform (DIP) is providing part-time income for digitizing old government documents,"The Government of India’s Digitize India Platform (DIP) is providing  30,000 per month for digitizing old government documents",0.8393
The EU 'divorce bill' will cost £42 billion.,The EU ‘divorce bill’ will cost £42 billion.,0.7712
On 8 May 2021 the Genocide Act was repealed. Genocide is now legal.,"On 8 May 2021 the Genocide Act was repealed and replaced with a new version which abolished all guarantees of human rights such as the right to private and family life, and removed all restrictions on the freedom of religion or practice.",0.4983
"""There's danger involved in drop boxes. People need to think about it. Okay. Imagine someone decides 'oh, there's a drop box I'm just going to put some explosive and and blow it up and burn all of those ballots' and now those votes don't count at all.""","Marco Rubio said someone could blow up a ballot drop box, ignoring safe track record",0.0973
"""California sends 440,000 ballots to ineligible voters.","The claim: California sends 440,000 ballots to ineligible voters",0.7681
monkeypox virus was made in Wuhan's lab,monkeypox virus was made in Wuhan’s lab,0.8541
"Ukrainian President Zelensky and Wife in their younger n happy days. Hmmm.. how, just in one mad moment, your life can turn upside down. Truly, life is an unfathomable paradox. This can happen to anyone of us. Just Pray",Photo of Ukrainian President Zelenskyy with his wife,0.0732
"Every year Sudha Murthy, wife of founder Infosys, spends one day selling vegetables to get rid of Ego.","Every year Sudha Murthy, wife of founder Infosys, spends one day selling vegetables to get rid of Ego.",0.9999
"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""","Republican Senate majority is ""not constitutional.""",0.3462
70% of Conservative constituencies and 60% of Labour constituencies voted to Leave in the EU referendum.,70% of Conservative constituencies and 60% of Labour constituencies voted to Leave in the EU referendum.,0.9999
A city centre fight was filmed in Luton as pubs re-opened in April 2021.,A city centre fight was filmed in Luton as pubs re-opened in April 2021.,0.9999
"""The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.""


 ","“The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.""",0.9706
Photo shows Katie Hobbs in a tabulation room on Nov. 9,Photo shows Katie Hobbs in a tabulation room on Nov. 9,0.9996
Swami Vivekananda's famous 1893 speech is lit up every day on the stairs of the hall where he gave his speech,Swami Vivekananda’s famous 1893 speech is lit up every day on the stairs of the hall where he gave his speech,0.9498
"Says Joe Biden was ""wearing a wire"" during the first presidential debate.",Look what i found... Biden has a wire,0.1775
"Connecticut ballot initiative on early voting would ""remove the requirement of a certified seal from certain ballots.""","Connecticut ballot question would allow early voting, drop seal requirement",0.2997
BBC removes Kashmir from the Indian map,BBC removes Kashmir from the Indian map,0.9985
The number of people going to Accident and Emergency is rising every year.,The number of people going to Accident and Emergency is rising every year.,0.9998
"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity.",The claim: California's ballot question would allow early voting and remove requirements of sealing some ballots,0.0278
According to Oxford Dictionary how the word INDIA formed and 90% of Indians do not know this. I Independent N Nation D Declared I In A Augus,Oxford Dictionary shows how the word INDIA formed,0.2572
"The claim: Hunter Biden paid Joe Biden $50,000 a month in rent for home with classified documents  ",The claim: Post implies COVID-19 vaccine increases risk of ICU admittance,0.1609
Image of late Tamil Nadu CM Jayalalitha with Union Finance Minister Nirmala Sitharaman,Photo of late Tamil Nadu CM Jayalalitha with Union Finance Minister Nirmala Sitharaman,0.9228
"Nrc started in assam.They have begun evicting people from their homes,the media doesn't show it ,they are already bought and gagged ,so it is our responsibility now to share this video.",Police evicting people out of their homes in Assam after the NRC.,0.1824
From 1997-2010 Labour sold off the majority of NHS hospital buildings to private investors.,"After 43 years in government, the NHS is losing money.",0.102
World Health Organization is offering jobs,World Health Organization is offering jobs,0.9977
A video shows an apartment building in Turkey collapsing after the massive earthquake that hit the country on 6 February 2023.,Visuals of a road accident caused by the recent earthquake in southern Turkey,0.1185
"Says researchers found a ""fabric that kills coronaviruses""",“IU researchers identify fabric that kills coronaviruses.”,0.484
A social media post claims the high number of false-positive results from COVID-19 tests is rendering reported case numbers meaningless and the testing of asymptomatic patients useless.,The Covid-19 pandemic is the hoax of human history,0.0958
"A mother, while giving birth, feels up to 57 DEL of pain which is equal to 20 bones getting fractured","A mother, while giving birth, feels up to 57 DEL of pain which is equal to 20 bones getting fractured",1.0
"Video shows woman filling plastic bags with gas after Colonial Pipeline disruption.
",Video shows woman filling plastic bags with gas after Colonial Pipeline disruption.,0.9998
Having 10 or more sexual partners increases cancer risk by 90% for women and 69% for men.,Having 10 or more sexual partners increases cancer risk by 90% for women and 69% for men.,0.9999
"23,000 Maricopa County Ballots Came From Voters Using a Previous Address?","23,000 Maricopa County Ballots Came From Voters Using a Previous Address?",0.9997
